91,Périodique,Roud Gustave,À propos de rythmes,Aujourd'hui,,,31,,,1930-07-03,p. 5,,Fait,,,
93,Périodique,Roud Gustave,"[Pour arrêter le sang…] (rubrique ""Textes"")",Aujourd'hui,,,32,,,1930-07-10,p. 2 et 5,"Recommandations et recettes tirées du Livre à François-Louis-J., de Démoret daté de 1808, sans commentaire de Roud.",Fait,,,
94,Périodique,Roud Gustave,Note sur William Blake,Aujourd'hui,,,33,,,1930-07-17,p. 4-5,,Fait,,,
673,Périodique,Roud Gustave,"Fragments du Milton de William Blake (rubrique ""Textes"")",Aujourd'hui,,,33,,,1930-07-17,p. 5-6,,Fait,,,
95,Périodique,Roud Gustave,Livres d'images,Aujourd'hui,,,36,,,1930-08-07,p. 2,,Fait,,,
96,Périodique,Roud Gustave,"Calendrier (rubrique ""Aujourd'hui"")",Aujourd'hui,,textes non signés,39,,,1930-08-28,p. 1,"Une partie du paragraphe qui commence par “On vit dans l'incertitude…” (”De ce banc… le coeur se serre”), est reprise et modifiée dans Campagne perdue, Écrits III, p. 102-103, ainsi que le paragraphe “L'homme qui s'arrête à la nuit tombante...” (Campagne perdue, p. 99-100). Cahiers, 6, p. 32-34. Écrit à Carrouge, p. 16-21.",Fait,,,
97,Périodique,Roud Gustave,Le Peintre Steven-Paul Robert,Aujourd'hui,,,41,,,1930-09-11,p. 4-5,"Salut à quelques peintres, p. 73-80.",Fait,,,
98,Périodique,Roud Gustave,Lettre,Aujourd'hui,,,42,,,1930-09-18,p. 1-2,"Lettre à Ramuz (Sur la montagne). Lectures, p. 63-70. Dispute sur la montagne, Loches, La Guêpine, 2015.",Fait,,,
99,Périodique,Roud Gustave,"Calendrier, Adieux (rubrique ""Aujourd'hui"")",Aujourd'hui,,textes non signés,43,,,1930-09-25,p. 1,"Le premier paragraphe a été repris et modifié, jusqu'à la citation de Baudelaire, dans Campagne perdue, Écrits III, p. 122-123. De même, une partie du paragraphe qui commence par “L'amour de la fraîcheur...” (depuis “la première feuille” jusqu'à la première feuille morte”) est reprise dans Campagne perdue, p. 117-118. Le dernier paragraphe est repris, avec quelques variantes (Olivier y devient par exemple Aimé) dans Air de la solitude, Écrits II, p. 80-81."" Cahiers, 6, p. 35-36. Écrit à Carrouge.",Fait,,,
3,Périodique,Roud Gustave,"[Pour gagner en jouant…] (rubrique ""Notes"")",Aujourd'hui,,"Textes non signés, s'agit-il de Gustave Roud?",44,,,1930-10-02,p. 5,,Fait,,,
101,Périodique,Roud Gustave,Lettre,Aujourd'hui,,,46,,,1930-10-16,p. 3,"Texte repris, avec de légères variantes, sous le titre “Lettre I”, Petit traité de la marche en plaine, Écrits I, p. 161-174.",Fait,,,Oui
102,Périodique,Roud Gustave,"""Actualités sonores"" (rubrique ""Aujourd'hui"")",Aujourd'hui,,"texte non signé, de Roud?",47,,,1930-10-23,p. 1,,Fait,,,
103,Périodique,Roud Gustave,"Le Corps et l'Ombre, fragments",Aujourd'hui,,,47,,,1930-10-23,p. 5,"Repris dans “Le Corps et l'Ombre”, dans Petit traité de la marche en plaine, Écrits I, p. 148-160.",Fait,,,
106,Périodique,Roud Gustave,novembre 1918,Aujourd'hui,,,50,,,1930-11-13,p. 1,"Repris, avec quelques variantes, sous le titre “Novembre ancien”, dans Air de la solitude, Écrits II, p. 220.",Fait,,,
107,Périodique,Roud Gustave,Palinodie,Aujourd'hui,,,53,,,1930-12-04,p. 3,"Repris dans “Palinodie”, Petit traité de la marche en plaine, Écrits I, p. 202-207.",Fait,,,
108,Périodique,Roud Gustave,Calendrier,Aujourd'hui,,,55,,,1930-12-18,p. 3,"Repris avec quelques variantes dans Air de la solitude, Écrits II, p. 205-206 (le premier paragraphe) et p. 217-219 (la suite et la fin). Écrit à Carrouge, p. 27-30.",Fait,,,Oui
109,Périodique,Roud Gustave,Question,Aujourd'hui,,,58,,,1931-01-08,p. 2-3,"Le paragraphe qui commence par “Mais c'était toi…” jusqu'à “parmi les ramures et les nuées” est repris dans “Lettre II”, Petit traité de la marche en plaine, Écrits I, p. 199. Le paragraphe qui commence par “C'était toi ce moissonneur…” jusqu'à “la peau de mille pointes” est aussi repris dans “Lettre II”, p. 199. Le paragraphe qui commence par “Un jour, deux jours peut-être…” est repris à la fin de “Lettre II”, p. 200-201. Cahiers, 6, p. 37-41.",Fait,,,Oui
110,Périodique,Roud Gustave,"[Carrouge (Altit. 725 m.)…], Funérailles de Joffre, (rubrique ""Écrit à Carrouge"")",Aujourd'hui,,,59,,,1931-01-15,p. 5-6,"Le paragraphe commençant par “Le bûcheron qui a eu la poitrine...” est repris avec quelques variantes dans Air de la solitude, Ecrits II, p.111-112. Le dernier paragraphe, “La Saison du signe”, est repris et modifié dans Campagne perdue, Ecrits III, p.127-128. Ecrit à Carrouge, p. 33-38.",Fait,,,Oui
113,Périodique,Roud Gustave,"Lettre (rubrique ""Écrit à Carrouge"")",Aujourd'hui,,,61,,,1931-01-29,p. 5,"Repris et modifié dans “Pigeons”, Air de la solitude, Écrits II, p. 125. Ecrit à Carrouge, p. 39-43.",Fait,,,
114,Périodique,Roud Gustave,Réveil,Aujourd'hui,,,63,,,1931-02-12,p. 1,"Repris sous le titre “Réveil rêvé”, dans Petit traité de la marche en plaine, Écrits I, p. 175-179.",Fait,,,
116,Périodique,Roud Gustave,"[Je n'ai jamais retrouvé ce village…] (rubrique ""Écrit à Carrouge"")",Aujourd'hui,,,65,,,1931-02-26,p. 4-5,"Repris et modifié dans “Récit”, Air de la solitude, Écrits II, p. 113-123. Ecrit à Carrouge, p.44-52. Voir aussi ""Soirées au village"", Lectures du foyer, janvier 1940, p. 26-27.",Fait,,,
118,Périodique,Roud Gustave,"""Un cyclone à la Jamaïque""",Aujourd'hui,,texte non signé,66,,,1931-03-05,p. 7,Sur l'ouvrage du même titre par Robert Hugues.,Fait,,,
121,Périodique,Roud Gustave,"Novalis (rubrique ""Écrit à Carrouge"")",Aujourd'hui,,,70,,,1931-04-02,p. 1-2,"Roud reprendra en partie et modifiera cet article dans la préface de son volume de traductions de Novalis (Lausanne, Mermod, 1948 ; rééd. Saint Clément, Fata Morgana, 2002). Écrit à Carrouge, p. 53-59.",Fait,,,
,Traduction,Roud Gustave,"Novalis (rubrique ""Écrit à Carrouge"")",Aujourd'hui,,,70,,,1931-04-02,p. 1-2,"Roud reprendra en partie et modifiera cet article dans la préface de son volume de traductions de Novalis (Lausanne, Mermod, 1948 ; rééd. Saint Clément, Fata Morgana, 2002). Écrit à Carrouge, p. 53-59. Contient des extraits de Novalis.",Fait + photocopié,,,Non
125,Périodique,Roud Gustave,"Point de vue (rubrique ""Écrit à Carrouge"")",Aujourd'hui,,,73,,,1931-04-23,p. 1,"Repris, avec quelques variantes, dans “Point de vue”, Air de la solitude, Écrits II, p. 159-165. Écrit à Carrouge (Fata Morgana, 2011).",Fait,,,
128,Périodique,Roud Gustave,"Main de Faucheur, Halte, Réponses (rubrique ""Écrit à Carrouge"")",Aujourd'hui,,,81,,,1931-06-18,p. 1-2,"“Main de faucheur” est repris, sans titre et modifié, dans Air de la solitude, Écrits II, p. 183-184. Les deux premiers paragraphes de “Halte” sont repris et modifiés dans Campagne perdue, Écrits III, p. 94-95. Le dernier paragraphe de cette partie est intégré par Roud, modifié, dans la deuxième édition de Feuillets en 1950. “Réponses” est repris avec quelques variantes dans “Ange”, Air de la solitude, Écrits II, p. 168-170. Écrit à Carrouge, p. 65-69.",Fait,,,
129,Périodique,Roud Gustave,D'un carnet de juin,Aujourd'hui,,,83,,,1931-07-02,p. 1-2,"Feuillets, Écrits I, p. 71-73, p. 73-74. Air de la solitude, II, p. 189 et p. 171. Cahiers, 6, p. 42-44.",Fait,,,Oui
130,Périodique,Roud Gustave,Récit,Aujourd'hui,,,84,,,1931-07-09,p. 4-5,"Repris en partie (”Tu le sais […] l'aigre vagabond du hasard”), et avec quelques variantes, dans “Lettre II”, Petit traité de la marche en plaine, p. 192-198, p. 200-201. Cahiers, 6, p. 45-46.",Fait,,,Oui
133,Périodique,Roud Gustave,"Dessus de portes (rubrique ""Notes"")",Aujourd'hui,,,88,,,1931-08-06,p. 1-2,,Fait,,,
134,Périodique,Roud Gustave,"G. S.-B., Moissons (rubrique ""Écrit à Carrouge"")",Aujourd'hui,,,90,,,1931-08-20,p. 1-2,"Cahiers, 6, p. 93-96. Écrit à Carrouge, p. 70-76.",Fait,,,Oui
135,Périodique,Roud Gustave,"Dessus de portes, Documentaire (rubrique ""Notes"")",Aujourd'hui,,,91,,,1931-08-27,p. 4-5,,Fait,,,Images du Jorat
136,Périodique,Roud Gustave,"L'Ange de l'automne, Dialogue avec l'ange (rubrique ""Écrit à Carrouge"")",Aujourd'hui,,,94,,,1931-09-17,p. 1-2,"Écrit à Carrouge, p. 77-84.",Fait,,,
137,Périodique,Roud Gustave,Vues sur Rimbaud,Aujourd'hui,,,96,,,1931-10-01,p. 1-7,"Lectures, p. 43-56. Également publié par Antonio Rodriguez aux Editions Fata Morgana en 2010.",Fait,,,Oui
138,Périodique,Roud Gustave,Visite au moulin,Aujourd'hui,,,99,,,1931-10-22,p. 1-2,"Repris dans “Visite au moulin“, dans Petit traité de la marche en plaine, Écrits I, p. 180-191. Le dernier paragraphe (”Et nous aussi [...] tout le ciel”) a été supprimé dans le poème du recueil. Voir aussi ""Un moulin vaudois"" (Illustré, 1934), qui reprend, en condensé, certains motifs de ce texte.",Fait,,,Oui
139,Périodique,Roud Gustave,"Exposition Henry Bischoff, ""Dessins de fantaisie"" de René Auberjonois (rubrique ""Notes"")",Aujourd'hui,,,100,,,1931-10-29,p. 5-6,"""Exposition Henry Bischoff"" a été repris dans Salut à quelques peintres, p. 43-44.",Fait,,,
140,Périodique,Roud Gustave,Parallèle,Aujourd'hui,,,102,,,1931-11-12,p. 2-4,"Salut à quelques peintres, p. 33-42. Avant les autruches, après les iguanes, p. 177-180.",Fait,,,
143,Périodique,Roud Gustave,"Froment (rubrique ""Écrit à Carrouge"")",Aujourd'hui,,,107,,,1931-12-17,p. 1-2,"Cahiers, 6, p. 104-107. Écrit à Carrouge, p. 85-91.",Fait,,,Oui
144,Périodique,Roud Gustave,Inutilisable,Aujourd'hui,,,109,,,1931-12-31,p. 1-2,"Repris en partie (”Parmi ceux qui vivent [...] de lui dire”), et avec quelques variantes, dans le poème “L'Attente”, dans Le Repos du cavalier, Écrits II, p. 248-254. Ce texte sera repris, avec plusieurs variantes et suppressions, dans le Bulletin de La Guilde du Livre, n° 12, en décembre 1945, p. 203-206. Cahiers, 6, p. 50-52.",Fait,,,
148,Périodique,Roud Gustave,"Dessins d'Auberjonois (rubrique ""Beaux-Arts"")",Gazette de Lausanne,,,,,,1932-03-10,p. 1,"Avant les autruches, après les iguanes, p. 185-186.",Fait,,,
154,Périodique,Roud Gustave,"Une décoration d'Auberjonois à Rumine (rubrique ""Chroniques, Nos hors-texte"")",Présence,,,4,,,1933-1934,p. 46-47,"Avant les autruches, après les iguanes, p. 220-221.",Fait,,,
149,Périodique,Roud Gustave,"Œuvres de Jean Clerc (rubrique ""Notes"")",Présence,,,3,,,1933-1934,p. 60-61,"Jean Clerc, sculpteur 1908-1933, Lausanne, Éditions de Mon Repos, 1943. Salut à quelques peintres, p. 95-98.",Fait,,,
151,Périodique,Roud Gustave,Un moulin vaudois,Illustré,,,5,,,1934-02-01,p. 126-127,"Ce texte reprend, en condensé, certains motifs de “Visite au moulin”, Petit traité de la marche en plaine (1932), et intègre des photographies que Roud regrettait de ne pouvoir ajouter dans son Petit traité de la marche en plaine. Cahiers, 6, p. 53-54.",Fait,,,Oui
453,Photographie,Roud Gustave,Fossoyage de printemps dans les vignes de Lutry,Illustré,,,14,,,1934-04-05,p. 10,Une photographie de Gustave Roud.,,,,Oui
152,Périodique,Roud Gustave,Labours de printemps,Illustré,,,16,,,1934-04-19,p. 432-433,,Fait,,,Oui
153,Périodique,Roud Gustave,"Moulin de Lussery (rubrique ""Actualité littéraire"")",Le Radio,,,"XIIe année, n° 607",,,1934-11-23,p. 1775,"Poème repris en partie, et avec des ajouts, dans Requiem, Écrits III, p. 37.",Fait,,,Oui
155,Périodique,Roud Gustave,Travaux d'hiver dans le Jorat,Illustré,,,5,,,1935-01-31,p. 114-115,,Fait,,,Oui
157,Périodique,Roud Gustave,"Jean Viollier (rubrique ""Chronique, Nos hors-texte"")",Présence,,,1,,,1935-02,p. 36-37,"Salut à quelques peintres, p. 81-86.",Fait,,,
156,Périodique,Roud Gustave,Bain d'un faucheur,Présence,,,1,,,1935-02,p. 5-6,"Repris dans Pour un moissonneur, Écrits II, p. 50-52. Ce poème sera également repris dans la revue des Cahiers du sud, en avril 1943.",Fait,,,
158,Périodique,Roud Gustave,Dragons de février,Revue de Belles-Lettres,,,3,,,1935-03,p. 17-18,"Ce texte sera repris, avec plusieurs modifications, dans “Dragon”, publié dans Formes et couleurs, n° 2-3, en août 1940. Repris sous le titre “Dragon” dans Pour un moissonneur, Écrits II, p. 39-43, avec plusieurs modifications et amplifications. Cahiers, 6, p. 60.",Fait,,,Oui
159,Périodique,Roud Gustave,Dragons de nos campagnes,Illustré,,,14,,,1935-04-04,p. 35-36,"Cahiers, 6, p. 114-115.",Fait,,,Oui
161,Périodique,Roud Gustave,"Suite paysanne, I. Langage des fleurs (rubrique ""Chroniques"")",Présence,,,"3e année, 6",,,1935-07,p. 20-21,"Les Fleurs et Les Saisons, p. 11-15.",Fait,,,Oui
162,Périodique,Roud Gustave,Dédicace,Schweizer Annalen / Annales suisses,,,1,,,1935-11,p. 15,"Lettres sur le romantisme allemand, correspondance avec Béguin Albert, Lausanne, Études de lettres, 1974, p. 7. Repris, avec des variantes, en ouverture de Requiem, Écrits III, p. 27-29.",Fait,,,Oui
163,Périodique,Roud Gustave,Visite à C. F. Ramuz,Illustré,,,52,,,1935-12-24,p. 1647-1648,,Fait,,,
164,Périodique,Roud Gustave,Peintures de René Auberjonois au Dézaley,Schweizer Annalen / Annales suisses,,,3,,,1936-03-03,p. 239-240,"Avant les autruches, après les iguanes, p. 245-246.",Fait,,,
165,Périodique,Roud Gustave,"Des sous-verre de René Auberjonois (rubrique ""Les expositions"")",Tribune de Lausanne,,,,,,1936-05-02,p. 5,"Avant les autruches, après les iguanes, p. 248.",Fait,,,Oui
623,Photographie,Roud Gustave,[Portrait inédit de Ramuz],Illustré,,,23,,,1936-06-04,p. 1,,,,,Oui
166,Périodique,Roud Gustave,Images du Jorat,Illustré,,,26,,,1936-06-25,p. 802-803,"Ce texte préfigure ""Présences à Port-des-Prés"", Feuille centrale de Zofingue, 1941. Cahiers, 6, p. 71-72.",Fait,,,Oui
167,Périodique,Roud Gustave,Le Peintre Steven-Paul Robert,Illustré,,,35,,,1936-08-27,p. 1082,,Fait,,,Oui
168,Périodique,Roud Gustave,Alain-Fournier et Le Grand Meaulnes,La Guilde du Livre,,,2,,,1937-02,p. 18-21,"Lectures, p. 37-41",Fait,,,Oui
169,Périodique,Roud Gustave,"Besoin de grandeur (rubrique ""La Revue des livres"")",La Revue,,,125,,,1937-05-09,p. 2,,Fait,,,Oui
455,Photographie,Roud Gustave,Regains,Illustré,,,36,,,1937-09-02,p. 1093,Photographies de Roud avec légendes.,,,,Oui
454,Photographie,Roud Gustave,Baignade de chevaux dans la Jorat,Illustré,,,37,,,1937-09-09,p. 13,,,,,Oui
170,Périodique,Roud Gustave,"Fernand contre le ciel (rubrique ""Saisons"")",Suisse romande,,,"1ère série, 2",,,1937-11-01,p. 77-80,"Le dernier paragraphe (depuis: “parmi les moissons”) est repris dans le poème “Fernand contre le ciel”, Air de la solitude, Écrits II, p. 181-182. Cahiers, 6, p. 55-57.",Fait,,,Oui
176,Périodique,Roud Gustave,L'Âme romantique et le rêve,"La Revue du dimanche, supplément hebdomadaire de La Revue de Lausanne",,,,,,1938-01-02,p. 2,,Pas fait,,,Oui ET Fonds Daniel Simond
175,Périodique,Roud Gustave,"Bouvreuil (rubrique ""Saisons"")",Suisse romande,,,"1ère série, 4",,,1938-01-15,p. 188-190,Air de la solitude,Fait,,,Oui
177,Périodique,Roud Gustave,"Le Secret des Compagnons, par Henri Pourrat (Gallimard) (rubrique ""Notes"")",Suisse romande,,,"1ère série, 5",,,1938-02,p. 253,,Fait,,,
173,Périodique,Roud Gustave,L'Hiver dans un village de chez nous,Illustré,,,8,,,1938-02-24,p. 232-233,"Cahiers, 6, p. 110-111.",Fait,,,Oui
456,Photographie,Roud Gustave,Premier printemps…,Illustré,,,11,,,1938-03-17,p. 32,,,,,Oui
179,Périodique,Roud Gustave,"Jeux de Merlin, par Marthe Boidin (rubrique ""Notes"")",Suisse romande,,,"2e série, 1",,,1938-04,p. 45,,Fait,,,
180,Périodique,Roud Gustave,Sur le Diégo de C. F. Landry,La Guilde du Livre,,,6,,,1938-06,p. 82-84,,Fait,,Oui,Oui
172,Périodique,Roud Gustave,"Deux fragments d'un hommage à C. F. Ramuz (rubrique ""Saisons""; 1. Les courses de chevaux, 2. Finale)",Suisse romande,,,"2e série, 2",,,1938-06-01,p. 80-82,"Fragment repris dans ""Hommage. Toute-puissance de la poésie (Scène)"", Feuille centrale de Zofingue, 81e année, 9/10, août/septembre 1941, pp. 491-494 et 502-503 (repris en volume la même année par la Librairie Rouge à Lausanne, pp. 24-26 et 34-35). Ce texte a été inséré par Philippe Jaccottet au recueil des Écrits, dans une adjonction que Jaccottet a nommée ""Scène"". Le premier chapitre, “1.Les courses de chevaux”, se retrouve ainsi dans Scène, Écrits II, p.14-17. Le second chapitre, “2.",Fait,,,Oui
181,Périodique,Roud Gustave,Création d'une rose,Illustré,,,29,,,1938-07-21,p. 929-930,,Fait,,,Oui
627,Photographie,Roud Gustave,"Le chargeur de gerbes, Le faucheur",Illustré,,,32,,,1938-08-11,p. 1005,"Pour illustrer le roman anglais ""Aussi fière que belle!"" de F. Brame et Luis d'Arvers.",,,,
182,Photographie,Roud Gustave,"Le faucheur, Le chargeur de gerbes",Illustré,,,32,,,1938-08-11,p. 1005,,,,,Oui
183,Périodique,Roud Gustave,"D'un carnet d'été, Moulin de Lussery (rubrique ""Saisons"")",Suisse romande,,,"2e série, 4",,,1938-09-15,p. 175-177,"Repris de façon disparate dans Campagne perdue et Air de la solitude. “Vraiment c'est à perdre coeur [...] dans la solitude”, repris CP, Écrits III, p. 109-110. “Le vent toute la nuit [...] parmi ceux de l'été”, repris CP, Écrits III, p. 105-106. “Bonheur d'un instant [...] le poing à sa bride”, repris Air de la solitude, Écrits II, p. 180. “Mon ami le meunier [...] la route qui ne conduit nulle part”, repris CP, Écrits III, p. 163-165. Cahiers, 6, p. 58-59. Repris, avec quelques variations.",Fait,,,Oui
184,Périodique,Roud Gustave,"Notre belle Romandie, Architectures",Illustré,,,40,,,1938-10-06,p. 1247,,Fait,,,Oui
186,Périodique,Roud Gustave,"Appel d'hiver (rubrique ""Saisons"")",Suisse romande,,,"3e série, 1",,,1939-02,p. 28-30,"Repris dans “Appel d'hiver”, Pour un moissonneur, Écrits II, p. 60-66.",Fait,,,Oui
185,Périodique,Roud Gustave,"Les Élégies romaines de Goethe traduites par J.-P. Samson (Édition de ""Présence"", kündig, Genève)",Suisse romande,,,"3e série, 1",,,1939-02,p. 42,,Fait,,,Oui
187,Périodique,Roud Gustave,Bûcheron de mars,La Guilde du Livre,,,3,,,1939-03,p. 34-36,"Avec deux photographies. “Bûcheron de mars”, Air de la solitude, Ecrits II, p. 141-147 (sans les photographies)",Fait,,,Oui
,Périodique,Roud Gustave,Fin d'hiver au Jorat,Lectures du foyer,,,10,,,1939-03-11,"p. 2, 3 et 5",,,,,Oui
,Périodiques,Roud Gustave,[Une femme (Catherine Mansfield…],Le Radio,,,,,,1939-04-14,p. 665,"Annonce pour l'émission du jeudi 20 avril 1939 par Simone Hauert (""Le poète vaudois au mircro"") et texte de Gustave Roud (reprise de [Une femme (Catherine Masfield…]. Avec 4 photographies de Gustave Roud. Un exemplaire se trouve dans le fonds Simond de la BCU (ACR1, Gustave Roud (suppl. 1984)).",Pas fait,,,
600,Périodique,Roud Gustave,C'est la saison des foins… sur les coteaux du Jorat,Lectures du foyer,,,"28e année, 25",,,1939-06-24,p. 3-5,"Avec un photographie de Roud en première page. Repris avec plusieurs modifications dans ""Les Foins"", Le Courrier de la Plata, août 1946.",Fait,,,Oui
189,Périodique,Roud Gustave,Sommeil,Feuille centrale de Zofingue,,,8-9,,,1939-06(-07),p. 423-424,"Reprise du ""Sommeil"" d'Essai pour un Paradis.",,,,Non
190,Périodique,Roud Gustave,Les Droits de la poésie… Lettre de Gustave Roud,La Guilde du Livre,,,10,,,1939-10,p. 147-149,"“Lettre”, Air de la solitude, Écrits II, p. 89-102.",Fait,,Oui,Oui
624,Photographie,Roud Gustave,"Dragon, Fernand Cherpillod, Escadron 4",La Guilde du Livre,,,10,,,1939-10,p. 145 (couverture),,,,,Non (mais dans boîte La Guilde du Livre)
191,Périodique,Roud Gustave,"Pages d'extrême-automne (rubrique ""Saisons"")",Suisse romande,,,"3e série, 6",,,1939-12,p. 268-271,"Le paragraphe “Forêt” est repris au début de “Forêt de Boulex”, Campagne perdue, Écrits III, p. 170-171. Le paragraphe “Cimetière” est repris, avec des variantes, dans Air de la solitude, Écrits II, p. 230-232. Le dernier paragraphe, “Route”, est repris avec quelques variantes à la fin de Campagne perdue, p. 202-203. Cahiers, 6, p. 61-62.",Fait,,,
192,Périodique,Roud Gustave,D'une certaine pureté,La Guilde du Livre,,,1,,,1940-01,p. 2-4,"“D'une certaine pureté”, Air de la solitude, Ecrits II, p. 207-216. Contient une traduction d'extraits de Wilhelm Müller, [Chaque jour, qui me chasse…], ""Berceuse du ruisseau"", ""Sur la rivière"" (""Auf dem Fluss""), dans Voyage d'hiver (Belle Meunière), repris dans Cahiers Gustave Roud 3.",Fait,,Oui,Non (mais dans boîte La Guilde du Livre)
193,Périodique,Roud Gustave,Soirées au village,Lectures du foyer,,,,,,1940-01,p. 26-27,"Echos avec ""Ecrit à Carrouge"", Aujourd'hui, n° 65, 26.02.1931, p. 4. Et avec le premier paragraphe de “Récit”, Air de la solitude, Écrits II, p. 113-123.",Fait,,,Oui
,Périodique,Roud Gustave,D'une certaine pureté,La Guilde du Livre,,,1,,,1940-01,p. 2-4,"“D'une certaine pureté”, Air de la solitude, Ecrits II, p. 207-216. Contient une traduction d'extraits de Wilhelm Müller, [Chaque jour, qui me chasse…], ""Berceuse du ruisseau"", ""Sur la rivière"" (""Auf dem Fluss""), dans Voyage d'hiver (Belle Meunière), repris dans Cahiers Gustave Roud 3.",Fait + photocopié,,Oui,Non (mais dans boîte La Guilde du Livre)
194,Périodique,Roud Gustave,Dictées,La Guilde du Livre,,,7,,,1940-07,p. 109-110,"Repris de façon disparate dans Campagne perdue. “Son fils m'apporte [...] main fauve” est repris dans CP, Écrits III, p. 154. “Je suis dans la forêt [...] lessive de soleil” est repris dans CP, Écrits III, p. 107. “Un tout petit écureuil [...] la moisson” est repris dans CP, Écrits III, p. 108-109. “Denezy [...] fleurs d'un jour” est repris dans CP, Écrits III, p. 110-111. Cahiers, 6, p. 67-70.",Fait,,,Oui
195,Périodique,Roud Gustave,Dragon,Formes et couleurs,,,"2, 3",,,1940-08,p. 111-112.,"“Dragon”, Air de la solitude, Ecrits II, p. 39-43. Adam : international review, 171, 1947, p. 14-15.",Fait,,,
197,Périodique,Roud Gustave,Extrême automne,La Guilde du Livre,,,11,,,1940-11,p. 166-168,"“Extrême automne”, Air de la solitude, Ecrits II, p. 82-87",Fait,,,Oui
198,Périodique,Roud Gustave,Lutteurs,Illustré,,,47,,,1940-11-21,p. 10,,Fait,,,Oui
201,Périodique,Roud Gustave,Présences à Port-des-Prés,Feuille centrale de Zofingue,,,6,,,1941-04,p. 338-342,"Bulletin de La Guilde du Livre, 9, septembre 1943, p. 144-146. Repris, non exhaustive, avec plusieurs variantes, dans “Présences à Port-des-Prés”, Air de la solitude, p. 71-76. Cahiers, 6, p.71-76.",Fait,,,Non
202,Périodique,Roud Gustave,Air de la solitude,La Guilde du Livre,,,4,,,1941-04,p. 62-64,"“Air de la solitude”, Air de la solitude, Ecrits II, p. 149-156 (sans les photographies).",Fait,,,Oui
203,Périodique,Roud Gustave,Fragment d'un Hommage à C. F. Ramuz,Pages,,,2,,,1941-05,p. 4-5,"Fragment repris dans ""Hommage. Toute-puissance de la poésie (Scène)"", dans Feuille centrale de Zofingue, 81e année, 9/10, août/septembre 1941, pp. 497-500 (repris en volume la même année par la Librairie Rouge à Lausanne, pp. 29-32). Ce texte a été inséré par Philippe Jaccottet aux recueils des Écrits, dans une adjonction que Jaccottet a nommée Scène. “Fragment d'un hommage à C.F. Ramuz” se retrouve donc dans Scène, Écrits II, p.22-28.",Fait,,,Non
206,Périodique,Roud Gustave,Fragment d'une “réponse” à C. F. Ramuz,La Guilde du Livre,,,8,,,1941-08,p. 140-141,,Fait,,,Oui
204,Périodique,Roud Gustave,Réponse de Monsieur Gustave Roud,Feuille centrale de Zofingue,,,9-10,,,1941-08(-09),p. 483-490,"Tiré à part dans ""Prix Rambert 1941"", Feuille centrale de Zofingue, Lausanne, Librairie Rouge, 1941 ; sous le titre ""Réponse de Gustave Roud"". Publié partiellement dans le Bulletin de La Guilde du Livre, août 1941, p. 140-141. Lectures, p. 25-30. Cahiers, 16, p. 159-164.",Fait,,,Non
205,Périodique,Roud Gustave,"Hommage, Toute-puissance de la poésie (Scène)",Feuille centrale de Zofingue,,,9-10,,,1941-08(-09),p. 491-503,"Repris en volume la même année par la Librairie Rouge à Lausanne, pp. 23-35. Ce texte a été inséré par Philippe Jaccottet aux recueils des Écrits, dans une adjonction que Jaccottet a nommée Scène. “Fragment d'un hommage à C. F. Ramuz” se retrouve donc dans Scène, Écrits II, p. 22-28.",Fait,,,Non
199,Périodique,Roud Gustave,Dictée,Pages,,,4,,,1941-10,p. 3-4,"Repris dans « Nuit de paille », Campagne perdue",Fait,,,Non
207,Périodique,Roud Gustave,Deux moments d'une quête,Suisse contemporaine,,,6,,,1941-11(-12),p. 805-808,"Repris avec plusieurs variantes dans Requiem, Écrits III, entre les p. 27 et 41.",Fait,,,Non
208,Périodique,Roud Gustave,Rimbaud,La Guilde du Livre,,,12,,,1941-12,p. 222-223,"""Vues sur Rimbaud"", Lectures, p. 48-50 et Editions Fata Morgana, 2010, p. 20-23.",Fait,,,Oui
200,Périodique,Roud Gustave,Seuil de l'hiver,Illustré,,,51,,,1941-12-18,p. 23,"Les Fleurs et Les Saisons, p. 81-84.",Fait,,,Oui
209,Périodique,Roud Gustave,"[Les jardins morts…] (rubrique ""Le petit courrier des lettres…"", chronique ""En 50 lignes"")",La Semaine de la femme,,,1,,,1942-01-03,p. 16 et 34,"À propos de Ramuz, Aline, suivie de cinq nouvelles, La Guilde du livre.",Fait,,,Non
210,Périodique,Roud Gustave,"[Aux derniers mois de l'an 1874…] (chronique ""En 50 lignes"")",La Semaine de la femme,,,1,,,1942-01-03,p. 18,À propos de la Dernière Mode de Mallarmé.,Fait,,,Non
211,Périodique,Roud Gustave,"[Après la mort de Sophie…] (rubrique ""Le petit courrier des lettres…"", chronique ""En 50 lignes"")",La Semaine de la femme,,,5,,,1942-01-31,p. 12 et 35,À propos d'Enfance et de Destinée d'Hélène Champvent.,Fait,,,Non
212,Périodique,Roud Gustave,"Poésie (rubrique ""Le petit courrier des lettres et des arts..."", chronique ""En 50 lignes"")",La Semaine de la femme,,,9,,,1942-02-28,p. 12 et 36,À propos du Veilleur d'Edmond-Henri Crisinel.,Fait,,,Non
